event,mid,best_ask,best_bid,buy_market_vol,sell_market_vol,buy_limit_vol,sell_limit_vol,buy_cancel_vol,sell_cancel_vol,lvl0_ask_p,lvl0_ask_v,lvl0_bid_p,lvl0_bid_v,lvl1_ask_p,lvl1_ask_v,lvl1_bid_p,lvl1_bid_v,lvl2_ask_p,lvl2_ask_v,lvl2_bid_p,lvl2_bid_v,lvl3_ask_p,lvl3_ask_v,lvl3_bid_p,lvl3_bid_v,lvl4_ask_p,lvl4_ask_v,lvl4_bid_p,lvl4_bid_v,lvl5_ask_p,lvl5_ask_v,lvl5_bid_p,lvl5_bid_v,lvl6_ask_p,lvl6_ask_v,lvl6_bid_p,lvl6_bid_v,lvl7_ask_p,lvl7_ask_v,lvl7_bid_p,lvl7_bid_v,lvl8_ask_p,lvl8_ask_v,lvl8_bid_p,lvl8_bid_v,lvl9_ask_p,lvl9_ask_v,lvl9_bid_p,lvl9_bid_v
2082,11.885,11.91,11.86,38.0,54.0,57.0,7.0,63.0,20.0,11.91,3700.0,11.86,9000.0,11.92,13300.0,11.85,16900.0,11.93,7000.0,11.84,18200.0,11.94,1400.0,11.83,4100.0,11.95,3200.0,11.82,15100.0,11.96,7800.0,11.81,1300.0,11.97,15900.0,11.8,6200.0,11.98,13900.0,11.79,11400.0,11.99,3100.0,11.78,12400.0,12.0,17300.0,11.77,7900.0
2083,11.88,11.89,11.87,75.0,74.0,56.0,22.0,18.0,69.0,11.89,16800.0,11.87,6100.0,11.9,6300.0,11.86,4200.0,11.91,5000.0,11.85,5500.0,11.92,13300.0,11.84,3400.0,11.93,11300.0,11.83,5900.0,11.94,3700.0,11.82,16600.0,11.95,11200.0,11.81,6400.0,11.96,13100.0,11.8,18200.0,11.97,6300.0,11.79,5600.0,11.98,13900.0,11.78,10300.0
2084,11.895,11.9,11.89,37.0,21.0,23.0,14.0,73.0,39.0,11.9,13700.0,11.89,4100.0,11.91,18700.0,11.88,1300.0,11.92,6200.0,11.87,12800.0,11.93,10800.0,11.86,7400.0,11.94,19500.0,11.85,7500.0,11.95,13800.0,11.84,8700.0,11.96,9300.0,11.83,15700.0,11.97,7700.0,11.82,8500.0,11.98,15800.0,11.81,2600.0,11.99,9200.0,11.8,6200.0
2085,11.895,11.91,11.88,11.0,55.0,42.0,14.0,59.0,9.0,11.91,10100.0,11.88,11900.0,11.92,9100.0,11.87,19800.0,11.93,18300.0,11.86,3700.0,11.94,13200.0,11.85,7100.0,11.95,14500.0,11.84,10200.0,11.96,19100.0,11.83,18900.0,11.97,2000.0,11.82,3000.0,11.98,1400.0,11.81,16000.0,11.99,5300.0,11.8,14700.0,12.0,7300.0,11.79,6800.0
2086,11.889999,11.9,11.88,70.0,6.0,37.0,39.0,65.0,75.0,11.9,12400.0,11.88,15700.0,11.91,11700.0,11.87,11900.0,11.92,14900.0,11.86,4200.0,11.93,12200.0,11.85,6400.0,11.94,3900.0,11.84,7200.0,11.95,4600.0,11.83,7100.0,11.96,1400.0,11.82,15100.0,11.97,7600.0,11.81,13500.0,11.98,15200.0,11.8,16500.0,11.99,2400.0,11.79,10700.0
2087,11.895,11.92,11.87,3.0,58.0,72.0,71.0,47.0,53.0,11.92,8900.0,11.87,7600.0,11.93,16300.0,11.86,2200.0,11.94,6800.0,11.85,16000.0,11.95,8400.0,11.84,2400.0,11.96,4200.0,11.83,6700.0,11.97,5700.0,11.82,13700.0,11.98,4200.0,11.81,15500.0,11.99,6900.0,11.8,2300.0,12.0,1200.0,11.79,12500.0,12.01,14900.0,11.78,3600.0
2088,11.885,11.91,11.86,60.0,65.0,67.0,8.0,8.0,0.0,11.91,6800.0,11.86,15300.0,11.92,17400.0,11.85,14800.0,11.93,12700.0,11.84,15200.0,11.94,6600.0,11.83,2200.0,11.95,11700.0,11.82,11600.0,11.96,16200.0,11.81,5500.0,11.97,17800.0,11.8,10400.0,11.98,9400.0,11.79,19700.0,11.99,11300.0,11.78,2700.0,12.0,5800.0,11.77,12200.0
2089,11.889999,11.91,11.87,37.0,61.0,5.0,28.0,8.0,27.0,11.91,5300.0,11.87,4100.0,11.92,6600.0,11.86,10600.0,11.93,2700.0,11.85,10800.0,11.94,14800.0,11.84,9600.0,11.95,14100.0,11.83,13100.0,11.96,10400.0,11.82,19500.0,11.97,12600.0,11.81,16200.0,11.98,13100.0,11.8,19200.0,11.99,9100.0,11.79,4500.0,12.0,4400.0,11.78,19800.0
2090,11.889999,11.91,11.87,55.0,36.0,51.0,3.0,64.0,71.0,11.91,16100.0,11.87,6700.0,11.92,9500.0,11.86,1600.0,11.93,19100.0,11.85,9200.0,11.94,8300.0,11.84,5600.0,11.95,2500.0,11.83,15400.0,11.96,5200.0,11.82,2600.0,11.97,19500.0,11.81,11400.0,11.98,2400.0,11.8,6400.0,11.99,11500.0,11.79,4900.0,12.0,19800.0,11.78,17600.0
2091,11.889999,11.91,11.87,25.0,34.0,79.0,45.0,69.0,30.0,11.91,17800.0,11.87,10700.0,11.92,19700.0,11.86,7100.0,11.93,11500.0,11.85,15100.0,11.94,10500.0,11.84,17200.0,11.95,2900.0,11.83,9300.0,11.96,16700.0,11.82,4400.0,11.97,8300.0,11.81,19800.0,11.98,12600.0,11.8,7800.0,11.99,7800.0,11.79,4900.0,12.0,14900.0,11.78,2900.0
2092,11.889999,11.91,11.87,18.0,2.0,36.0,50.0,30.0,76.0,11.91,4900.0,11.87,3300.0,11.92,15300.0,11.86,18900.0,11.93,2600.0,11.85,18900.0,11.94,18400.0,11.84,10600.0,11.95,1700.0,11.83,14100.0,11.96,10900.0,11.82,16800.0,11.97,6600.0,11.81,11500.0,11.98,17900.0,11.8,13600.0,11.99,13200.0,11.79,19300.0,12.0,10300.0,11.78,4200.0
2093,11.895,11.91,11.88,74.0,36.0,44.0,12.0,79.0,42.0,11.91,19500.0,11.88,3600.0,11.92,11400.0,11.87,15300.0,11.93,15900.0,11.86,14300.0,11.94,9000.0,11.85,4500.0,11.95,1700.0,11.84,6700.0,11.96,19400.0,11.83,14000.0,11.97,8700.0,11.82,10300.0,11.98,7300.0,11.81,17900.0,11.99,9600.0,11.8,16900.0,12.0,1900.0,11.79,10200.0
2094,11.895,11.92,11.87,14.0,57.0,61.0,18.0,22.0,9.0,11.92,12400.0,11.87,13600.0,11.93,1400.0,11.86,13200.0,11.94,16900.0,11.85,2700.0,11.95,7200.0,11.84,9000.0,11.96,5800.0,11.83,9300.0,11.97,17900.0,11.82,18000.0,11.98,12400.0,11.81,17800.0,11.99,16400.0,11.8,2000.0,12.0,8300.0,11.79,17000.0,12.01,9400.0,11.78,12600.0
2095,11.9,11.91,11.89,1.0,78.0,17.0,14.0,39.0,47.0,11.91,8800.0,11.89,1300.0,11.92,11700.0,11.88,8200.0,11.93,15700.0,11.87,17800.0,11.94,2900.0,11.86,7800.0,11.95,8400.0,11.85,13800.0,11.96,8500.0,11.84,11700.0,11.97,18200.0,11.83,12200.0,11.98,2800.0,11.82,10100.0,11.99,17800.0,11.81,10100.0,12.0,19600.0,11.8,18100.0
2096,11.895,11.9,11.89,32.0,8.0,22.0,5.0,34.0,5.0,11.9,6000.0,11.89,8800.0,11.91,4500.0,11.88,4600.0,11.92,7900.0,11.87,8900.0,11.93,7600.0,11.86,14900.0,11.94,3800.0,11.85,10000.0,11.95,17800.0,11.84,14900.0,11.96,4800.0,11.83,5500.0,11.97,18500.0,11.82,12000.0,11.98,17700.0,11.81,17400.0,11.99,9300.0,11.8,11000.0
2097,11.9,11.92,11.88,25.0,44.0,50.0,31.0,1.0,56.0,11.92,7900.0,11.88,13000.0,11.93,13300.0,11.87,13800.0,11.94,17300.0,11.86,15000.0,11.95,2900.0,11.85,7600.0,11.96,11800.0,11.84,12900.0,11.97,17400.0,11.83,8900.0,11.98,16600.0,11.82,8400.0,11.99,3700.0,11.81,10000.0,12.0,3800.0,11.8,8700.0,12.01,5600.0,11.79,1400.0
2098,11.889999,11.91,11.87,47.0,19.0,77.0,24.0,21.0,6.0,11.91,13600.0,11.87,15000.0,11.92,3500.0,11.86,12100.0,11.93,10500.0,11.85,3600.0,11.94,12500.0,11.84,5900.0,11.95,16600.0,11.83,12600.0,11.96,3100.0,11.82,10800.0,11.97,3200.0,11.81,14700.0,11.98,6600.0,11.8,10200.0,11.99,14200.0,11.79,17000.0,12.0,10700.0,11.78,2400.0
2099,11.895,11.92,11.87,27.0,30.0,53.0,20.0,40.0,48.0,11.92,5900.0,11.87,12600.0,11.93,1700.0,11.86,8000.0,11.94,7100.0,11.85,6800.0,11.95,19100.0,11.84,18900.0,11.96,18000.0,11.83,17400.0,11.97,17900.0,11.82,4400.0,11.98,8400.0,11.81,2000.0,11.99,16100.0,11.8,17400.0,12.0,1500.0,11.79,4200.0,12.01,4200.0,11.78,18600.0
2100,11.9,11.91,11.89,28.0,62.0,61.0,67.0,1.0,12.0,11.91,16000.0,11.89,6200.0,11.92,1800.0,11.88,8800.0,11.93,12100.0,11.87,1800.0,11.94,9900.0,11.86,11200.0,11.95,19600.0,11.85,4500.0,11.96,4400.0,11.84,9100.0,11.97,7000.0,11.83,18400.0,11.98,15900.0,11.82,5700.0,11.99,7300.0,11.81,13000.0,12.0,17500.0,11.8,4800.0
2101,11.895,11.91,11.88,57.0,4.0,0.0,17.0,46.0,18.0,11.91,6600.0,11.88,12500.0,11.92,17300.0,11.87,6400.0,11.93,9800.0,11.86,13900.0,11.94,9000.0,11.85,15600.0,11.95,10700.0,11.84,17700.0,11.96,12500.0,11.83,18400.0,11.97,17300.0,11.82,5500.0,11.98,18000.0,11.81,3400.0,11.99,6300.0,11.8,1900.0,12.0,2900.0,11.79,14600.0
2102,11.895,11.91,11.88,61.0,4.0,7.0,20.0,40.0,15.0,11.91,3100.0,11.88,4500.0,11.92,8700.0,11.87,16200.0,11.93,16400.0,11.86,19300.0,11.94,2000.0,11.85,3800.0,11.95,8500.0,11.84,6300.0,11.96,2800.0,11.83,10900.0,11.97,9900.0,11.82,9100.0,11.98,1400.0,11.81,9000.0,11.99,9700.0,11.8,5100.0,12.0,16100.0,11.79,17800.0
2103,11.889999,11.9,11.88,0.0,17.0,66.0,32.0,15.0,28.0,11.9,18600.0,11.88,13900.0,11.91,13800.0,11.87,3900.0,11.92,8400.0,11.86,1000.0,11.93,11600.0,11.85,15400.0,11.94,13700.0,11.84,1300.0,11.95,11500.0,11.83,17700.0,11.96,2900.0,11.82,11000.0,11.97,5700.0,11.81,18600.0,11.98,11400.0,11.8,15600.0,11.99,10900.0,11.79,17900.0
2104,11.889999,11.91,11.87,13.0,20.0,62.0,68.0,42.0,48.0,11.91,6400.0,11.87,15100.0,11.92,9100.0,11.86,11900.0,11.93,14000.0,11.85,4200.0,11.94,17400.0,11.84,14800.0,11.95,8700.0,11.83,12200.0,11.96,13600.0,11.82,9600.0,11.97,13000.0,11.81,11600.0,11.98,15800.0,11.8,5400.0,11.99,1000.0,11.79,8600.0,12.0,16600.0,11.78,3300.0
2105,11.895,11.91,11.88,67.0,62.0,5.0,16.0,2.0,68.0,11.91,17300.0,11.88,8700.0,11.92,4900.0,11.87,9800.0,11.93,16400.0,11.86,17200.0,11.94,12600.0,11.85,11000.0,11.95,16300.0,11.84,18200.0,11.96,16100.0,11.83,19300.0,11.97,16700.0,11.82,1900.0,11.98,1300.0,11.81,12300.0,11.99,19100.0,11.8,6600.0,12.0,19300.0,11.79,17100.0
2106,11.889999,11.91,11.87,71.0,21.0,31.0,47.0,51.0,51.0,11.91,3600.0,11.87,10300.0,11.92,5200.0,11.86,2400.0,11.93,14100.0,11.85,5000.0,11.94,11600.0,11.84,13800.0,11.95,9200.0,11.83,2500.0,11.96,2300.0,11.82,8200.0,11.97,1800.0,11.81,17500.0,11.98,4100.0,11.8,1500.0,11.99,3600.0,11.79,14200.0,12.0,12100.0,11.78,13800.0
2107,11.895,11.91,11.88,74.0,74.0,17.0,75.0,38.0,57.0,11.91,7500.0,11.88,7000.0,11.92,13700.0,11.87,3100.0,11.93,8400.0,11.86,2900.0,11.94,9000.0,11.85,19400.0,11.95,17100.0,11.84,13800.0,11.96,13400.0,11.83,8100.0,11.97,14400.0,11.82,16800.0,11.98,11600.0,11.81,2900.0,11.99,14100.0,11.8,3400.0,12.0,7100.0,11.79,4700.0
2108,11.889999,11.9,11.88,28.0,78.0,48.0,66.0,29.0,68.0,11.9,1900.0,11.88,15500.0,11.91,13200.0,11.87,8700.0,11.92,8200.0,11.86,13200.0,11.93,11000.0,11.85,5400.0,11.94,10100.0,11.84,15700.0,11.95,11400.0,11.83,16200.0,11.96,10600.0,11.82,8800.0,11.97,15100.0,11.81,4900.0,11.98,12900.0,11.8,12900.0,11.99,6200.0,11.79,5800.0
2109,11.895,11.92,11.87,38.0,62.0,47.0,46.0,69.0,36.0,11.92,2500.0,11.87,3800.0,11.93,2800.0,11.86,12700.0,11.94,3300.0,11.85,10700.0,11.95,3100.0,11.84,15800.0,11.96,13800.0,11.83,6500.0,11.97,14900.0,11.82,5200.0,11.98,13000.0,11.81,13100.0,11.99,9200.0,11.8,14300.0,12.0,19000.0,11.79,8800.0,12.01,6300.0,11.78,9400.0
2110,11.895,11.91,11.88,11.0,38.0,1.0,58.0,66.0,7.0,11.91,11700.0,11.88,3300.0,11.92,19200.0,11.87,9900.0,11.93,19300.0,11.86,19200.0,11.94,2200.0,11.85,3100.0,11.95,4400.0,11.84,11700.0,11.96,7700.0,11.83,1300.0,11.97,11700.0,11.82,7100.0,11.98,17000.0,11.81,15400.0,11.99,17000.0,11.8,11700.0,12.0,14200.0,11.79,2500.0
2111,11.889999,11.91,11.87,8.0,63.0,61.0,3.0,19.0,19.0,11.91,15400.0,11.87,9500.0,11.92,1000.0,11.86,2500.0,11.93,6800.0,11.85,8000.0,11.94,4900.0,11.84,15600.0,11.95,9400.0,11.83,5900.0,11.96,13800.0,11.82,9600.0,11.97,15700.0,11.81,10500.0,11.98,15200.0,11.8,17200.0,11.99,2500.0,11.79,3300.0,12.0,14800.0,11.78,11400.0
2112,11.895,11.91,11.88,47.0,13.0,13.0,55.0,43.0,79.0,11.91,5500.0,11.88,1500.0,11.92,19100.0,11.87,2700.0,11.93,9700.0,11.86,5100.0,11.94,8500.0,11.85,14600.0,11.95,10600.0,11.84,1700.0,11.96,2600.0,11.83,18900.0,11.97,5700.0,11.82,9100.0,11.98,15900.0,11.81,16900.0,11.99,6300.0,11.8,5200.0,12.0,9300.0,11.79,7400.0
2113,11.889999,11.9,11.88,4.0,70.0,51.0,17.0,29.0,66.0,11.9,14300.0,11.88,14800.0,11.91,5900.0,11.87,8200.0,11.92,14800.0,11.86,10600.0,11.93,11400.0,11.85,16300.0,11.94,13300.0,11.84,13300.0,11.95,10100.0,11.83,16800.0,11.96,1400.0,11.82,2600.0,11.97,13800.0,11.81,12500.0,11.98,6300.0,11.8,12400.0,11.99,3000.0,11.79,12500.0
2114,11.895,11.92,11.87,13.0,26.0,66.0,22.0,69.0,79.0,11.92,7800.0,11.87,12100.0,11.93,7400.0,11.86,14700.0,11.94,3100.0,11.85,17000.0,11.95,10300.0,11.84,5300.0,11.96,19200.0,11.83,2900.0,11.97,11200.0,11.82,2400.0,11.98,18000.0,11.81,4000.0,11.99,5700.0,11.8,13400.0,12.0,17800.0,11.79,8900.0,12.01,5900.0,11.78,7600.0
2115,11.9,11.91,11.89,20.0,35.0,49.0,35.0,72.0,19.0,11.91,18400.0,11.89,18200.0,11.92,3300.0,11.88,18100.0,11.93,16900.0,11.87,11200.0,11.94,5800.0,11.86,9700.0,11.95,15700.0,11.85,6100.0,11.96,7500.0,11.84,9700.0,11.97,2200.0,11.83,8800.0,11.98,3500.0,11.82,1100.0,11.99,8300.0,11.81,15400.0,12.0,19600.0,11.8,9300.0
2116,11.895,11.92,11.87,3.0,71.0,78.0,64.0,66.0,11.0,11.92,15300.0,11.87,5200.0,11.93,13000.0,11.86,13600.0,11.94,7300.0,11.85,9500.0,11.95,13700.0,11.84,6900.0,11.96,12400.0,11.83,5300.0,11.97,11100.0,11.82,2100.0,11.98,9400.0,11.81,10500.0,11.99,16700.0,11.8,8100.0,12.0,1100.0,11.79,1700.0,12.01,11200.0,11.78,16400.0
2117,11.895,11.91,11.88,10.0,11.0,39.0,34.0,48.0,72.0,11.91,17900.0,11.88,16300.0,11.92,7400.0,11.87,10300.0,11.93,17800.0,11.86,16900.0,11.94,9600.0,11.85,10100.0,11.95,2300.0,11.84,4200.0,11.96,11000.0,11.83,10800.0,11.97,11900.0,11.82,6900.0,11.98,5300.0,11.81,9500.0,11.99,17600.0,11.8,19400.0,12.0,1900.0,11.79,7700.0
2118,11.895,11.9,11.89,1.0,8.0,21.0,16.0,78.0,79.0,11.9,10900.0,11.89,5100.0,11.91,7700.0,11.88,3400.0,11.92,9800.0,11.87,17700.0,11.93,18600.0,11.86,1200.0,11.94,13000.0,11.85,18200.0,11.95,15500.0,11.84,2100.0,11.96,8400.0,11.83,15300.0,11.97,19600.0,11.82,6500.0,11.98,6300.0,11.81,5700.0,11.99,18000.0,11.8,4400.0
2119,11.895,11.9,11.89,40.0,49.0,41.0,54.0,45.0,35.0,11.9,7900.0,11.89,3500.0,11.91,18800.0,11.88,2200.0,11.92,10600.0,11.87,3900.0,11.93,8700.0,11.86,12100.0,11.94,14200.0,11.85,11800.0,11.95,9100.0,11.84,6300.0,11.96,16200.0,11.83,13900.0,11.97,13700.0,11.82,15600.0,11.98,5100.0,11.81,19600.0,11.99,18400.0,11.8,9300.0
2120,11.895,11.92,11.87,47.0,78.0,58.0,47.0,50.0,78.0,11.92,4800.0,11.87,8100.0,11.93,8300.0,11.86,19400.0,11.94,6400.0,11.85,18900.0,11.95,5300.0,11.84,18600.0,11.96,18600.0,11.83,12500.0,11.97,3000.0,11.82,12700.0,11.98,18300.0,11.81,18600.0,11.99,9600.0,11.8,10100.0,12.0,8200.0,11.79,5000.0,12.01,13400.0,11.78,19700.0
2121,11.895,11.91,11.88,32.0,72.0,34.0,61.0,26.0,52.0,11.91,6000.0,11.88,16900.0,11.92,2800.0,11.87,2000.0,11.93,18100.0,11.86,3100.0,11.94,8800.0,11.85,17700.0,11.95,7600.0,11.84,6700.0,11.96,1700.0,11.83,14200.0,11.97,7000.0,11.82,3200.0,11.98,10000.0,11.81,4200.0,11.99,17100.0,11.8,15100.0,12.0,19600.0,11.79,19600.0
2122,11.9,11.91,11.89,30.0,79.0,7.0,40.0,57.0,67.0,11.91,16900.0,11.89,10500.0,11.92,4200.0,11.88,1800.0,11.93,2700.0,11.87,5400.0,11.94,17700.0,11.86,5000.0,11.95,2700.0,11.85,18700.0,11.96,9200.0,11.84,8900.0,11.97,6700.0,11.83,19000.0,11.98,7600.0,11.82,17300.0,11.99,19800.0,11.81,9500.0,12.0,14300.0,11.8,1400.0
2123,11.895,11.92,11.87,15.0,35.0,22.0,45.0,76.0,17.0,11.92,15800.0,11.87,19400.0,11.93,4700.0,11.86,1100.0,11.94,1800.0,11.85,17200.0,11.95,5600.0,11.84,8800.0,11.96,7300.0,11.83,6700.0,11.97,4100.0,11.82,8700.0,11.98,18500.0,11.81,7700.0,11.99,16200.0,11.8,14000.0,12.0,16100.0,11.79,11800.0,12.01,8000.0,11.78,5800.0
2124,11.9,11.92,11.88,69.0,49.0,41.0,6.0,44.0,45.0,11.92,6300.0,11.88,11000.0,11.93,8600.0,11.87,8600.0,11.94,8000.0,11.86,18400.0,11.95,13200.0,11.85,17900.0,11.96,18600.0,11.84,12700.0,11.97,2700.0,11.83,19300.0,11.98,10000.0,11.82,8100.0,11.99,8800.0,11.81,2600.0,12.0,13600.0,11.8,1900.0,12.01,14600.0,11.79,16800.0
2125,11.9,11.92,11.88,66.0,65.0,29.0,28.0,55.0,12.0,11.92,9000.0,11.88,8200.0,11.93,13700.0,11.87,17300.0,11.94,2800.0,11.86,9700.0,11.95,7100.0,11.85,1200.0,11.96,1100.0,11.84,11000.0,11.97,15500.0,11.83,12200.0,11.98,5700.0,11.82,9500.0,11.99,19300.0,11.81,16900.0,12.0,3200.0,11.8,13200.0,12.01,12800.0,11.79,7900.0
2126,11.91,11.93,11.89,34.0,14.0,73.0,2.0,22.0,60.0,11.93,7900.0,11.89,14600.0,11.94,18700.0,11.88,7000.0,11.95,18600.0,11.87,16900.0,11.96,1900.0,11.86,6300.0,11.97,9300.0,11.85,13600.0,11.98,5300.0,11.84,8800.0,11.99,2700.0,11.83,2900.0,12.0,9200.0,11.82,12900.0,12.01,9500.0,11.81,8200.0,12.02,10400.0,11.8,13000.0
2127,11.905,11.91,11.9,48.0,70.0,70.0,15.0,8.0,18.0,11.91,14500.0,11.9,11200.0,11.92,2700.0,11.89,1700.0,11.93,7500.0,11.88,4800.0,11.94,11200.0,11.87,14300.0,11.95,5700.0,11.86,9800.0,11.96,5100.0,11.85,9800.0,11.97,8100.0,11.84,1000.0,11.98,13600.0,11.83,6700.0,11.99,15200.0,11.82,13700.0,12.0,4700.0,11.81,17800.0
2128,11.905,11.91,11.9,76.0,67.0,51.0,65.0,30.0,68.0,11.91,1400.0,11.9,11900.0,11.92,16200.0,11.89,11200.0,11.93,11500.0,11.88,9900.0,11.94,2100.0,11.87,13800.0,11.95,19100.0,11.86,16100.0,11.96,2100.0,11.85,5100.0,11.97,16800.0,11.84,14500.0,11.98,7900.0,11.83,5600.0,11.99,9700.0,11.82,1600.0,12.0,2700.0,11.81,2400.0
2129,11.91,11.93,11.89,50.0,6.0,30.0,2.0,3.0,44.0,11.93,16600.0,11.89,1800.0,11.94,11400.0,11.88,6300.0,11.95,15300.0,11.87,3400.0,11.96,18200.0,11.86,2600.0,11.97,17000.0,11.85,3800.0,11.98,1500.0,11.84,1700.0,11.99,15800.0,11.83,7500.0,12.0,8900.0,11.82,16600.0,12.01,5900.0,11.81,11500.0,12.02,6600.0,11.8,2200.0
2130,11.905,11.91,11.9,41.0,38.0,13.0,22.0,79.0,54.0,11.91,19800.0,11.9,8100.0,11.92,17000.0,11.89,9100.0,11.93,17400.0,11.88,4200.0,11.94,11200.0,11.87,8000.0,11.95,19800.0,11.86,7300.0,11.96,15600.0,11.85,10300.0,11.97,8600.0,11.84,14200.0,11.98,13200.0,11.83,10000.0,11.99,2000.0,11.82,2400.0,12.0,12300.0,11.81,2000.0
2131,11.92,11.94,11.9,54.0,34.0,60.0,4.0,49.0,55.0,11.94,12500.0,11.9,17800.0,11.95,15900.0,11.89,14200.0,11.96,6100.0,11.88,13400.0,11.97,4400.0,11.87,18300.0,11.98,2700.0,11.86,11200.0,11.99,10200.0,11.85,2400.0,12.0,4500.0,11.84,14500.0,12.01,12300.0,11.83,4000.0,12.02,3600.0,11.82,13600.0,12.03,13500.0,11.81,8600.0
2132,11.925,11.93,11.92,64.0,63.0,76.0,35.0,59.0,72.0,11.93,1300.0,11.92,1500.0,11.94,3800.0,11.91,2000.0,11.95,11500.0,11.9,8400.0,11.96,5100.0,11.89,12200.0,11.97,14300.0,11.88,4200.0,11.98,12800.0,11.87,3000.0,11.99,12300.0,11.86,8100.0,12.0,3000.0,11.85,16200.0,12.01,4400.0,11.84,15800.0,12.02,7900.0,11.83,13900.0
2133,11.92,11.93,11.91,69.0,36.0,49.0,32.0,21.0,38.0,11.93,14400.0,11.91,9000.0,11.94,13600.0,11.9,9300.0,11.95,12500.0,11.89,5200.0,11.96,9000.0,11.88,3600.0,11.97,8800.0,11.87,1300.0,11.98,8700.0,11.86,17300.0,11.99,7800.0,11.85,10400.0,12.0,17200.0,11.84,1000.0,12.01,13700.0,11.83,11000.0,12.02,7500.0,11.82,5900.0
2134,11.92,11.94,11.9,14.0,74.0,1.0,59.0,48.0,31.0,11.94,12200.0,11.9,9100.0,11.95,8500.0,11.89,13700.0,11.96,8500.0,11.88,16300.0,11.97,6400.0,11.87,14300.0,11.98,11700.0,11.86,18000.0,11.99,8600.0,11.85,5400.0,12.0,8500.0,11.84,13500.0,12.01,9100.0,11.83,17900.0,12.02,3900.0,11.82,6800.0,12.03,19600.0,11.81,16100.0
2135,11.92,11.94,11.9,53.0,34.0,17.0,0.0,8.0,62.0,11.94,2400.0,11.9,18800.0,11.95,9000.0,11.89,13200.0,11.96,1300.0,11.88,4100.0,11.97,14200.0,11.87,5900.0,11.98,3200.0,11.86,13900.0,11.99,5100.0,11.85,17400.0,12.0,4300.0,11.84,1400.0,12.01,8400.0,11.83,7200.0,12.02,13100.0,11.82,5400.0,12.03,19600.0,11.81,9000.0
2136,11.92,11.94,11.9,71.0,38.0,44.0,10.0,73.0,32.0,11.94,14400.0,11.9,15600.0,11.95,17700.0,11.89,10500.0,11.96,5300.0,11.88,10800.0,11.97,9000.0,11.87,12500.0,11.98,5400.0,11.86,10700.0,11.99,19100.0,11.85,14000.0,12.0,19100.0,11.84,3000.0,12.01,13400.0,11.83,1400.0,12.02,4800.0,11.82,16700.0,12.03,2900.0,11.81,10000.0
2137,11.92,11.94,11.9,10.0,21.0,12.0,27.0,58.0,12.0,11.94,2300.0,11.9,6600.0,11.95,3300.0,11.89,9600.0,11.96,13200.0,11.88,13300.0,11.97,18700.0,11.87,3300.0,11.98,8600.0,11.86,10900.0,11.99,2600.0,11.85,3100.0,12.0,6800.0,11.84,17300.0,12.01,12100.0,11.83,11600.0,12.02,11400.0,11.82,16400.0,12.03,11300.0,11.81,14600.0
2138,11.925,11.93,11.92,77.0,67.0,46.0,4.0,23.0,50.0,11.93,6800.0,11.92,16400.0,11.94,1600.0,11.91,7400.0,11.95,5700.0,11.9,3600.0,11.96,11200.0,11.89,17900.0,11.97,4000.0,11.88,17800.0,11.98,17200.0,11.87,17700.0,11.99,1100.0,11.86,19700.0,12.0,9100.0,11.85,12300.0,12.01,6700.0,11.84,10700.0,12.02,11400.0,11.83,16100.0
2139,11.934999,11.96,11.91,30.0,39.0,9.0,0.0,69.0,74.0,11.96,7400.0,11.91,3000.0,11.97,12100.0,11.9,15800.0,11.98,1200.0,11.89,16400.0,11.99,16200.0,11.88,11900.0,12.0,19000.0,11.87,8300.0,12.01,3500.0,11.86,13400.0,12.02,12500.0,11.85,18300.0,12.03,5200.0,11.84,4000.0,12.04,13900.0,11.83,6900.0,12.05,4500.0,11.82,13700.0
2140,11.93,11.94,11.92,71.0,39.0,35.0,46.0,43.0,51.0,11.94,4500.0,11.92,16800.0,11.95,6900.0,11.91,13300.0,11.96,11900.0,11.9,12200.0,11.97,6700.0,11.89,2600.0,11.98,13100.0,11.88,9200.0,11.99,19500.0,11.87,17900.0,12.0,2400.0,11.86,7800.0,12.01,8800.0,11.85,8200.0,12.02,14700.0,11.84,7700.0,12.03,3900.0,11.83,7800.0
2141,11.934999,11.94,11.93,41.0,57.0,39.0,68.0,35.0,47.0,11.94,15900.0,11.93,8600.0,11.95,6400.0,11.92,15600.0,11.96,2200.0,11.91,9600.0,11.97,2900.0,11.9,12500.0,11.98,18000.0,11.89,9400.0,11.99,19600.0,11.88,17600.0,12.0,14800.0,11.87,4300.0,12.01,1600.0,11.86,3300.0,12.02,7600.0,11.85,8700.0,12.03,4900.0,11.84,19500.0
2142,11.934999,11.96,11.91,37.0,61.0,51.0,5.0,41.0,21.0,11.96,15100.0,11.91,14200.0,11.97,13300.0,11.9,12700.0,11.98,17700.0,11.89,8400.0,11.99,3600.0,11.88,6600.0,12.0,5300.0,11.87,19100.0,12.01,11700.0,11.86,9100.0,12.02,1400.0,11.85,14500.0,12.03,13200.0,11.84,16300.0,12.04,3400.0,11.83,13400.0,12.05,7800.0,11.82,5400.0
